,front_house_area,house_area,street,quality,year_built,year_remodel_add,garage_year_build,basement_quality,basement_area,central_air_conditioning,heating,grade_living_area,wood_deck_area
2006,85.0,10625,Pave,8,2007,2007,2007.0,Gd,1660.0,Y,GasA,1660,133
2007,62.0,7500,Pave,7,2007,2008,2008.0,Gd,1218.0,Y,GasA,1218,168
2008,68.0,10110,Pave,6,2003,2003,2003.0,Gd,835.0,Y,GasA,1696,143
2009,67.0,12774,Pave,7,2003,2004,2003.0,Gd,835.0,Y,GasA,1663,168
2010,63.0,13072,Pave,6,2005,2006,1978.1134057971014,Gd,1175.0,Y,GasA,1175,0
2011,81.0,9260,Pave,7,2007,2007,2007.0,Gd,1162.0,Y,GasA,1162,0
2012,65.0,8453,Pave,6,1995,1995,1995.0,Gd,754.0,Y,GasA,1609,0
2013,50.0,8480,Pave,6,1993,1994,1993.0,Gd,886.0,Y,GasA,1680,144
2014,43.0,14565,Pave,7,1994,1995,1994.0,Gd,832.0,Y,GasA,1657,144
2015,65.0,8450,Pave,6,2001,2001,2001.0,Gd,827.0,Y,GasA,1677,0
2016,75.0,8285,Pave,7,1992,1992,1992.0,Gd,836.0,Y,GasA,1737,192
2017,70.0,9100,Pave,5,1963,1963,1963.0,TA,984.0,Y,GasA,984,145
2018,75.0,8100,Pave,5,1961,2007,1962.0,TA,864.0,Y,GasA,864,132
2019,65.0,8450,Pave,5,1968,1968,1970.0,TA,890.0,N,GasA,890,0
2020,60.0,6360,Pave,5,1963,1963,1963.0,Gd,864.0,Y,GasA,864,0
2021,95.0,19508,Pave,6,1974,1974,1974.0,TA,1430.0,Y,GasA,1430,117
2022,70.0,10759,Pave,5,1972,1972,1972.0,Gd,1001.0,Y,GasA,1641,0
2025,37.0,3435,Pave,7,2004,2005,2004.0,Gd,1235.0,Y,GasA,1245,0
2026,30.0,3180,Pave,6,2005,2005,2005.0,Gd,600.0,Y,GasA,1200,0
2027,30.0,3180,Pave,7,2007,2007,2007.0,Gd,689.0,Y,GasA,1392,0
2028,24.0,2280,Pave,6,1999,1999,1999.0,Gd,744.0,Y,GasA,1549,0
2029,69.30579531442663,4765,Pave,9,2000,2000,2000.0,Gd,1614.0,Y,GasA,1638,230
2030,69.30579531442663,4538,Pave,9,2001,2001,2001.0,Ex,1310.0,Y,GasA,1310,277
2031,42.0,4385,Pave,9,2001,2001,2001.0,Ex,1419.0,Y,GasA,1419,155
2032,35.0,4109,Pave,9,1999,2000,1999.0,Gd,1557.0,Y,GasA,1557,124
2033,24.0,2160,Pave,7,1999,2000,1999.0,Gd,672.0,Y,GasA,1404,20
2034,79.0,10646,Pave,7,2001,2001,2001.0,TA,858.0,Y,GasA,1789,0
2035,24.0,2645,Pave,8,1999,1999,1999.0,Gd,960.0,Y,GasA,1586,169
2036,24.0,2645,Pave,8,1999,2000,2000.0,Gd,960.0,Y,GasA,1607,169
2037,36.0,3951,Pave,10,1998,1999,1998.0,Gd,970.0,Y,GasA,2393,0
2040,103.0,16280,Pave,8,1976,2007,1976.0,Gd,1426.0,Y,GasA,1671,280
2041,69.30579531442663,7500,Pave,7,2002,2002,2002.0,Gd,952.0,Y,GasA,1812,144
2042,69.30579531442663,11104,Pave,6,1969,1969,1969.0,TA,1427.0,Y,GasA,1427,0
2043,85.0,11050,Pave,6,1968,1968,1968.0,TA,1740.0,Y,GasA,1740,25
2044,69.30579531442663,15387,Pave,7,1967,1967,1967.0,TA,1620.0,Y,GasA,1620,0
2045,75.0,9750,Pave,5,1965,1965,1965.0,TA,1625.0,Y,GasA,1625,0
2046,73.0,8814,Pave,5,1968,1968,1968.0,TA,732.0,Y,GasA,1464,0
2047,65.0,8125,Pave,5,1965,2005,1978.0,TA,912.0,Y,GasA,925,233
2048,72.0,11072,Pave,5,1965,1965,1987.0,TA,1728.0,Y,GasA,1728,0
2049,69.30579531442663,13355,Pave,7,1971,1971,1971.0,Gd,825.0,Y,GasA,1670,0
2051,90.0,9900,Pave,5,1961,1961,1961.0,TA,1114.0,Y,GasA,1114,0
2052,69.30579531442663,11332,Pave,5,1960,2000,1960.0,TA,1118.0,Y,GasA,1118,290
2053,50.0,4882,Pave,4,1937,1950,1937.0,TA,348.0,Y,GasA,906,0
2054,80.0,9600,Pave,5,1960,1960,1960.0,TA,1296.0,Y,GasA,1496,0
2055,80.0,9600,Pave,5,1950,2006,1950.0,TA,572.0,Y,GasA,1337,0
2056,63.0,7584,Pave,5,1953,1953,1953.0,TA,1036.0,Y,GasA,1036,120
2057,90.0,14670,Pave,6,1966,1999,1966.0,TA,1104.0,Y,GasA,1988,0
2058,74.0,8856,Pave,5,1957,1957,1957.0,TA,1176.0,Y,GasA,1176,0
2059,82.0,9840,Pave,5,1959,1998,1959.0,TA,1248.0,Y,GasA,1440,150
2061,75.0,10425,Pave,5,1956,1958,1956.0,TA,1104.0,Y,GasA,1104,0
2062,60.0,11556,Pave,5,1952,1952,1952.0,TA,720.0,Y,GasA,882,0
2063,102.0,9373,Pave,5,1953,1953,1971.0,TA,1152.0,Y,GasA,1152,0
2064,69.30579531442663,12774,Pave,5,1953,1953,1953.0,TA,984.0,N,GasW,950,0
2065,95.0,14250,Pave,6,1957,1957,1957.0,TA,998.0,Y,GasA,1790,0
2067,76.0,12436,Pave,5,1957,1957,1958.0,TA,1824.0,Y,GasA,1824,0
2069,45.0,7506,Pave,5,1925,1950,1932.0,TA,747.0,Y,GasA,1159,84
2070,60.0,5400,Pave,4,1940,2005,1997.0,TA,672.0,Y,GasA,672,88
2071,60.0,10836,Pave,5,1922,1950,1968.0,TA,892.0,Y,GasA,1436,0
2072,78.0,10180,Pave,5,1968,1968,1990.0,TA,912.0,Y,GasA,1044,200
2073,76.0,11355,Pave,7,1958,2001,1958.0,TA,1312.0,Y,GasA,1312,0
2074,69.30579531442663,12929,Pave,6,1960,1993,1960.0,TA,1081.0,Y,GasA,1081,36
2075,60.0,7200,Pave,5,1951,1951,1972.0,Fa,876.0,Y,GasA,876,0
2076,80.0,8000,Pave,5,1959,1959,1959.0,TA,1256.0,Y,GasA,1256,0
2077,80.0,8000,Pave,5,1962,1962,1962.0,TA,1027.0,Y,GasA,1027,0
2078,60.0,8064,Pave,6,1948,1950,1994.0,TA,768.0,Y,GasA,1320,108
2079,64.0,6390,Pave,6,1954,1954,1954.0,TA,936.0,Y,GasA,984,0
2080,60.0,7200,Pave,6,1954,1954,1954.0,TA,854.0,Y,GasA,1278,0
2081,113.0,8513,Pave,5,1961,1961,1978.1134057971014,TA,1800.0,N,GasA,1800,0
2082,60.0,7200,Pave,5,1955,1967,1955.0,TA,768.0,Y,GasA,1588,0
2083,60.0,7200,Pave,5,1954,1954,1954.0,TA,825.0,Y,GasA,825,0
2084,69.0,7590,Pave,5,1963,1963,1963.0,TA,1117.0,Y,GasA,1117,0
2085,56.0,9836,Pave,6,2008,2008,2008.0,TA,192.0,N,GasA,1133,0
2086,57.0,9184,Pave,5,1948,2005,1948.0,TA,780.0,Y,GasA,1323,0
2087,80.0,4800,Pave,5,1910,2003,1910.0,TA,680.0,N,GasA,1360,192
2088,60.0,4800,Pave,5,1940,1950,1950.0,Fa,672.0,Y,GasA,672,0
2089,60.0,6000,Pave,6,1915,2005,1915.0,TA,728.0,Y,GasA,1456,0
2090,63.0,11426,Pave,4,1910,1996,1978.1134057971014,TA,828.0,Y,GasA,1594,0
2091,63.0,7628,Pave,4,1940,1985,1958.0,TA,801.0,Y,GasA,1656,187
2092,81.0,7308,Pave,5,1920,1950,1920.0,TA,936.0,N,GasA,1740,0
2093,60.0,5400,Pave,7,1920,2006,1978.1134057971014,TA,931.0,Y,GasA,1027,0
2094,60.0,10800,Pave,6,1940,1950,1940.0,TA,884.0,Y,GasA,1436,0
2095,60.0,6756,Pave,5,1910,1950,1930.0,TA,481.0,N,GasA,899,0
2097,75.0,9000,Pave,5,1946,1950,1959.0,TA,904.0,Y,GasA,1499,0
2099,103.0,12205,Pave,3,1949,1992,1978.1134057971014,Fa,448.0,Y,GasA,1588,0
2101,53.0,5350,Pave,7,1920,1965,1935.0,TA,624.0,Y,GasA,1450,0
2103,60.0,9600,Pave,5,1920,1960,1930.0,TA,973.0,Y,GasA,2350,0
2104,60.0,6000,Pave,5,1905,2005,1978.1134057971014,Fa,572.0,Y,GasA,1540,240
2105,60.0,11340,Pave,2,1920,1950,1920.0,Fa,723.0,N,GasA,1086,0
2107,65.0,9750,Pave,5,1959,1959,1959.0,TA,984.0,Y,GasA,984,0
2108,52.0,8516,Pave,4,1958,2006,1959.0,TA,869.0,Y,GasA,1093,0
2109,55.0,7111,Pave,5,1928,1983,1992.0,TA,1008.0,Y,GasA,1143,265
2110,69.30579531442663,7425,Pave,7,1945,1950,1945.0,TA,672.0,Y,GasA,1668,210
2111,69.30579531442663,7010,Pave,5,1935,1950,1950.0,TA,1024.0,Y,GasA,1738,0
2112,50.0,5000,Pave,5,1941,2006,1941.0,TA,672.0,Y,GasA,1210,0
2114,50.0,6000,Pave,6,1940,1989,1940.0,TA,981.0,Y,GasA,1672,0
2115,50.0,6000,Pave,5,1924,2003,1924.0,TA,949.0,Y,GasA,949,0
2116,50.0,6000,Pave,6,1937,2000,2004.0,TA,825.0,Y,GasA,1497,272
2117,50.0,6000,Pave,6,1939,1950,1939.0,TA,739.0,Y,GasA,1342,0
2118,50.0,5000,Pave,6,1926,1950,1926.0,TA,992.0,Y,GasA,1013,0
2119,60.0,5520,Pave,5,1920,1997,1920.0,TA,565.0,Y,GasA,1216,0
2120,99.0,5940,Pave,4,1946,1950,1946.0,TA,1051.7775873886224,Y,GasA,896,0
2121,52.0,6240,Pave,4,1929,1950,1990.0,TA,704.0,Y,GasA,1136,0
2123,52.0,6240,Pave,7,1939,1950,1939.0,TA,989.0,Y,GasA,2009,0
2124,51.0,6120,Pave,5,1923,1950,1960.0,TA,1100.0,Y,GasA,1902,0
2125,60.0,9144,Pave,6,1915,2004,1970.0,TA,810.0,Y,GasA,1716,0
2126,57.0,8094,Pave,6,1910,1983,1978.1134057971014,TA,1242.0,Y,GasA,1984,64
2127,63.0,4347,Pave,6,1910,1950,1910.0,Gd,796.0,Y,GasA,1609,0
2128,69.30579531442663,6291,Grvl,6,1930,1950,1930.0,TA,768.0,Y,GasA,768,0
2129,60.0,10266,Pave,6,1952,1952,1952.0,TA,768.0,Y,GasA,1536,0
2130,60.0,6876,Pave,6,1938,1958,1938.0,TA,1272.0,Y,GasA,1969,0
2131,69.30579531442663,10320,Pave,5,1915,1978,1950.0,TA,880.0,Y,GasA,1308,0
2132,60.0,7200,Pave,6,1925,1992,1993.0,TA,1040.0,Y,GasA,1040,0
2133,62.0,7006,Pave,6,1925,1950,1985.0,TA,768.0,Y,GasA,1236,0
2134,60.0,10320,Pave,5,1912,1991,1997.0,Fa,451.0,Y,GasA,759,40
2135,60.0,10320,Pave,3,1915,1950,1978.1134057971014,TA,536.0,N,GasA,1344,42
2136,82.0,9488,Pave,5,1947,1993,1947.0,TA,1046.0,N,GasA,1054,0
2137,69.30579531442663,11235,Pave,5,1963,1963,1996.0,Gd,981.0,Y,GasA,1075,64
2138,80.0,13014,Pave,6,1978,1978,1978.0,TA,1008.0,Y,GasA,1096,168
2139,68.0,10265,Pave,5,1967,2005,1967.0,TA,992.0,Y,GasA,992,204
2140,69.30579531442663,7703,Pave,6,1978,1978,1978.0,Gd,450.0,Y,GasA,1034,311
2141,69.30579531442663,9981,Pave,5,1967,1967,1967.0,TA,1073.0,Y,GasA,1073,0
2142,69.30579531442663,7400,Pave,5,1984,1984,1984.0,Gd,1060.0,Y,GasA,1126,178
2143,60.0,12900,Pave,5,1920,1950,1920.0,TA,1300.0,Y,GasA,1140,0
2144,94.0,9239,Pave,5,1963,2003,1963.0,TA,960.0,Y,GasA,960,168
2145,88.0,14175,Pave,6,1956,1956,1956.0,TA,988.0,Y,GasA,1188,102
2146,69.30579531442663,10532,Pave,5,1960,1960,1960.0,TA,988.0,Y,GasA,1721,50
2147,63.0,8375,Pave,5,1941,1973,1973.0,TA,576.0,Y,GasA,1350,0
2148,69.30579531442663,10200,Pave,5,1970,1970,1979.0,Gd,864.0,Y,GasA,904,143
2149,82.0,20270,Pave,7,1979,1979,1979.0,Gd,1524.0,Y,GasA,1524,140
2150,50.0,5190,Pave,7,1948,1950,1948.0,TA,570.0,Y,GasA,1079,135
2151,85.0,19550,Pave,5,1940,2007,1978.1134057971014,TA,1580.0,Y,GasA,1518,0
2152,68.0,9571,Pave,5,1956,1956,1956.0,TA,1509.0,Y,GasA,1509,158
2153,50.0,9350,Pave,5,1975,1975,1978.1134057971014,Gd,864.0,N,GasA,864,0
2154,50.0,9360,Pave,6,1962,2001,1962.0,TA,621.0,Y,GasA,1269,0
2156,80.0,9938,Pave,7,1994,1994,1994.0,Gd,1602.0,Y,GasA,1626,424
2157,69.30579531442663,14171,Pave,7,1993,1994,1993.0,Gd,812.0,Y,GasA,2200,168
2158,85.0,10541,Pave,7,1996,1996,1996.0,Gd,672.0,Y,GasA,2037,100
2159,65.0,10616,Pave,7,2007,2007,2007.0,Gd,628.0,Y,GasA,1356,100
2160,65.0,9345,Pave,8,2007,2007,2007.0,Gd,1615.0,Y,GasA,1615,168
2162,91.0,11778,Pave,9,2008,2008,2008.0,Ex,1751.0,Y,GasA,1766,216
2163,69.30579531442663,11454,Pave,8,1995,1995,1995.0,Gd,1401.0,Y,GasA,1511,168
2164,69.30579531442663,11500,Pave,6,1966,1966,1966.0,Gd,1182.0,Y,GasA,1643,339
2165,65.0,9750,Pave,5,1994,1994,1997.0,Gd,990.0,Y,GasA,990,168
2166,69.30579531442663,8696,Pave,7,1997,1998,1997.0,Gd,1418.0,Y,GasA,1418,208
2167,69.30579531442663,13142,Pave,6,1997,1997,1997.0,Gd,864.0,Y,GasA,1771,0
2168,68.0,8998,Pave,7,2000,2000,2000.0,Gd,782.0,Y,GasA,1652,0
2169,75.0,12192,Pave,7,2000,2001,2000.0,Gd,928.0,Y,GasA,1823,192
2170,69.30579531442663,12250,Pave,5,1978,1978,1978.0,Gd,864.0,Y,GasA,1174,211
2171,69.30579531442663,9216,Pave,5,1975,1975,1985.0,TA,1076.0,Y,GasA,1076,0
2172,40.0,14330,Pave,5,1975,2001,1975.0,TA,864.0,Y,GasA,1558,140
2173,69.30579531442663,10400,Pave,7,2001,2001,2001.0,Gd,1257.0,Y,GasA,2161,0
2174,69.30579531442663,9720,Pave,9,2001,2002,2001.0,Gd,1357.0,Y,GasA,1947,168
2175,69.30579531442663,14860,Pave,8,2002,2003,2002.0,Ex,1778.0,Y,GasA,1786,182
2176,41.0,10905,Pave,7,2003,2003,2003.0,Gd,1129.0,Y,GasA,2327,0
2177,96.0,11690,Pave,8,1999,2000,1999.0,Gd,850.0,Y,GasA,1764,120
2178,69.30579531442663,4426,Pave,6,2004,2004,2004.0,Gd,848.0,Y,GasA,848,140
2179,83.0,10126,Pave,6,1997,1998,1998.0,Gd,1838.0,Y,GasA,1838,160
2180,75.0,9750,Pave,7,2004,2004,2004.0,Gd,1445.0,Y,GasA,1445,0
2181,85.0,11058,Pave,7,2007,2007,2007.0,Gd,1564.0,Y,GasA,1564,0
2182,74.0,9627,Pave,7,2007,2007,2007.0,Gd,1351.0,Y,GasA,1361,0
2183,75.0,9825,Pave,5,1966,1966,1966.0,TA,1092.0,Y,GasA,1092,259
2184,64.0,12102,Pave,5,1976,1976,1976.0,Gd,456.0,Y,GasA,1033,224
2185,65.0,6500,Pave,6,1976,1976,1991.0,TA,1127.0,Y,GasA,1127,0
2186,69.30579531442663,9638,Pave,6,1977,1977,1977.0,TA,1029.0,Y,GasA,1117,292
2187,72.0,7200,Pave,6,1976,2001,1976.0,TA,684.0,Y,GasA,1398,0
2191,56.0,6931,Pave,4,1955,1955,1978.1134057971014,TA,784.0,N,GasA,784,112
2192,60.0,12180,Pave,5,1938,2007,1978.1134057971014,TA,585.0,Y,GasA,1053,42
2194,68.0,9520,Pave,4,1953,1953,1953.0,Gd,911.0,Y,GasA,930,134
2195,62.0,7692,Pave,4,1954,1954,1954.0,Ex,416.0,Y,GasA,1204,0
2196,67.0,5142,Pave,4,1923,2008,1923.0,TA,949.0,Y,GasA,1292,0
2197,60.0,7290,Pave,7,1921,1950,1921.0,TA,1228.0,Y,GasA,1424,0
2198,64.0,7804,Pave,6,1930,1950,1930.0,TA,960.0,Y,GasA,1920,248
2199,66.0,8969,Pave,6,1926,1950,2001.0,TA,644.0,Y,GasA,1316,0
2200,63.0,15564,Pave,6,1914,1995,1994.0,Gd,676.0,Y,GasA,1264,424
2201,54.0,7609,Pave,8,1925,1997,1925.0,Fa,798.0,Y,GasA,1512,85
2202,69.30579531442663,9650,Pave,6,1923,1950,1980.0,TA,784.0,Y,GasA,1603,0
2203,69.30579531442663,11700,Pave,5,1937,1995,1937.0,TA,942.0,Y,GasA,1938,0
2204,69.30579531442663,9260,Pave,5,1938,1950,1938.0,TA,884.0,Y,GasA,1374,64
2205,79.0,7801,Pave,6,1951,1951,1951.0,TA,1091.0,N,GasA,1091,66
2206,100.0,9670,Pave,8,1935,1950,1935.0,TA,608.0,Y,GasA,1873,0
2207,70.0,12392,Pave,7,1950,2000,1994.0,TA,832.0,Y,GasA,2161,0
2208,56.0,26073,Pave,5,1956,1956,1956.0,TA,1898.0,Y,GasA,1898,0
2209,24.0,1879,Pave,6,1980,1980,1980.0,Gd,516.0,Y,GasA,1032,213
2210,50.0,7000,Pave,6,1926,1998,1926.0,TA,894.0,Y,GasA,919,0
2211,60.0,6000,Pave,6,1940,2006,1940.0,Fa,720.0,Y,GasA,1090,0
2212,58.0,8155,Pave,5,1930,1950,1978.1134057971014,Gd,780.0,Y,GasA,1200,0
2213,75.0,6000,Pave,5,1967,1967,1967.0,Gd,624.0,Y,GasA,1656,0
2214,60.0,7392,Pave,5,1930,1995,1934.0,TA,520.0,Y,GasA,912,0
2215,75.0,9000,Pave,5,1958,1958,1958.0,TA,1151.0,Y,GasA,1955,0
2218,52.0,5150,Pave,4,1910,2000,1910.0,TA,356.0,N,GasA,1049,0
2219,60.0,9000,Grvl,4,1920,1950,1920.0,Fa,592.0,Y,GasA,864,0
2220,44.0,3843,Pave,8,2007,2008,2007.0,Ex,1596.0,Y,GasA,1648,162
2221,44.0,3811,Pave,7,2004,2005,2004.0,Ex,1594.0,Y,GasA,1646,128
2222,69.30579531442663,23730,Pave,7,1996,1997,1996.0,Ex,1840.0,Y,GasA,2032,0
2223,69.30579531442663,11050,Pave,7,1996,1997,1996.0,Gd,910.0,Y,GasA,1820,318
2225,74.0,9990,Pave,4,1991,1991,1991.0,Gd,1680.0,Y,GasA,1689,428
2226,42.0,4084,Pave,7,1986,1986,1986.0,Gd,1277.0,Y,GasA,1501,240
2227,74.0,11563,Pave,8,2006,2007,2007.0,Ex,1518.0,Y,GasA,1537,0
2228,107.0,12852,Pave,8,2007,2007,2007.0,Gd,920.0,Y,GasA,1780,0
2229,73.0,9802,Pave,5,2006,2007,2007.0,Gd,352.0,Y,GasA,1442,100
2230,81.0,12018,Pave,7,2008,2008,2008.0,Gd,796.0,Y,GasA,1612,0
2231,75.0,12890,Pave,6,1989,1989,1989.0,Gd,1495.0,Y,GasA,1495,252
2232,93.0,18265,Pave,6,1986,1986,1986.0,Gd,1256.0,Y,GasA,1256,282
2233,82.0,11202,Pave,8,2003,2003,2003.0,Ex,1432.0,Y,GasA,1440,185
2234,69.30579531442663,7915,Pave,6,1999,2000,1999.0,Ex,1666.0,Y,GasA,1675,165
2235,79.0,11449,Pave,8,2007,2007,2007.0,Gd,1884.0,Y,GasA,1728,0
2236,85.0,11447,Pave,8,2005,2006,2005.0,Ex,1964.0,Y,GasA,1964,0
2237,97.0,8940,Pave,7,1997,1998,1997.0,Gd,1344.0,Y,GasA,1344,0
2238,77.0,9278,Pave,5,2007,2008,1978.1134057971014,Gd,1092.0,Y,GasA,1092,0
2239,32.0,4500,Pave,6,1997,1997,1997.0,Ex,1189.0,Y,GasA,1189,0
2241,69.30579531442663,4224,Pave,5,1975,1975,1975.0,Gd,1040.0,Y,GasA,1040,0
2242,41.0,2665,Pave,5,1976,1976,1976.0,Gd,550.0,Y,GasA,1475,92
2245,69.30579531442663,17979,Pave,5,1968,1968,1968.0,TA,1113.0,Y,GasA,1160,81
2247,59.0,6490,Pave,5,1983,1983,1983.0,TA,816.0,Y,GasA,816,315
2248,60.0,6600,Pave,5,1982,2005,1982.0,TA,845.0,Y,GasA,845,0
2249,74.0,12395,Pave,5,1984,1984,1984.0,TA,864.0,Y,GasA,889,0
2251,85.0,10667,Pave,6,1971,1971,1971.0,TA,1587.0,Y,GasA,1587,0
2252,56.0,8872,Pave,6,1997,1997,1997.0,Gd,384.0,Y,GasA,1384,0
2253,69.30579531442663,10147,Pave,6,1994,1994,1994.0,Gd,392.0,Y,GasA,1694,256
2254,69.30579531442663,8637,Pave,6,1999,2000,2000.0,Gd,923.0,Y,GasA,1714,256
2255,63.0,7875,Pave,7,1996,1996,1996.0,Gd,691.0,Y,GasA,1553,0
2256,60.0,7500,Pave,6,1999,2003,1999.0,Gd,938.0,Y,GasA,2299,188
2257,69.30579531442663,9556,Pave,7,1992,1993,1992.0,Gd,1168.0,Y,GasA,1187,0
2258,69.30579531442663,7655,Pave,6,1993,1994,1993.0,Gd,903.0,Y,GasA,1642,290
2260,38.0,4740,Pave,8,1988,1988,1988.0,Gd,1166.0,Y,GasA,1179,0
2261,35.0,5118,Pave,8,1990,1990,1990.0,Gd,1312.0,Y,GasA,1321,0
2262,98.0,12328,Pave,8,2005,2005,2005.0,Ex,1149.0,Y,GasA,2541,120
2265,61.0,8035,Pave,9,2006,2006,2006.0,Ex,1612.0,Y,GasA,1612,0
2267,81.0,13870,Pave,10,2006,2007,2007.0,Ex,1742.0,Y,GasA,2042,240
2268,69.30579531442663,10960,Pave,6,1984,1984,1984.0,Gd,1284.0,Y,GasA,1284,0
2269,78.0,12090,Pave,7,1981,2003,1981.0,Gd,725.0,Y,GasA,1479,167
2270,93.0,12299,Pave,7,1978,1985,1978.0,Gd,1529.0,Y,GasA,1664,0
2271,61.0,11339,Pave,7,1979,1979,1979.0,Gd,780.0,Y,GasA,1930,192
2272,79.0,11850,Pave,6,1984,1984,1984.0,Gd,1153.0,Y,GasA,1177,204
2273,80.0,10400,Pave,6,1979,1999,1979.0,Gd,1259.0,Y,GasA,1353,240
2274,128.0,13001,Pave,6,1971,1971,1971.0,TA,1625.0,Y,GasA,1220,0
2275,64.0,8991,Pave,7,1976,1976,1976.0,Gd,1228.0,Y,GasA,1324,407
2276,80.0,8000,Pave,6,1974,1974,1974.0,TA,1084.0,Y,GasA,1877,0
2277,63.0,9457,Pave,5,1970,1990,1988.0,TA,925.0,Y,GasA,1422,252
2278,66.0,7920,Pave,5,1970,2002,1970.0,TA,914.0,Y,GasA,914,120
2279,69.30579531442663,17199,Pave,4,1961,1961,1961.0,TA,914.0,Y,GasA,914,140
2280,33.0,4113,Pave,6,2001,2001,2001.0,Gd,1337.0,Y,GasA,1337,136
2281,26.0,10943,Pave,6,1997,1998,1997.0,Gd,1405.0,Y,GasA,1337,0
2284,24.0,2304,Pave,7,1978,1978,1978.0,Gd,1061.0,Y,GasA,1055,108
2285,65.0,7150,Pave,5,1966,1966,1974.0,TA,988.0,Y,GasA,988,0
2286,96.0,12469,Pave,9,2006,2007,2007.0,Ex,1790.0,Y,GasA,1816,186
2287,91.0,11825,Pave,8,2006,2007,2006.0,Ex,1694.0,Y,GasA,1694,0
2288,110.0,14333,Pave,8,2007,2007,2007.0,Gd,2108.0,Y,GasA,2122,130
2289,107.0,13641,Pave,9,2007,2007,2007.0,Ex,1934.0,Y,GasA,2656,268
2290,110.0,13440,Pave,8,2006,2007,2006.0,Ex,1108.0,Y,GasA,2550,120
2291,105.0,15431,Pave,10,2005,2006,2005.0,Ex,1994.0,Y,GasA,2046,188
2295,134.0,16659,Pave,8,2007,2008,2007.0,Gd,1582.0,Y,GasA,2152,0
2296,82.0,9709,Pave,8,2007,2007,2007.0,Ex,918.0,Y,GasA,2100,172
2297,94.0,13615,Pave,9,2006,2006,2006.0,Ex,1802.0,Y,GasA,1802,158
2299,110.0,14277,Pave,8,2003,2003,2003.0,Ex,1317.0,Y,GasA,2385,192
2300,69.30579531442663,12568,Pave,8,2007,2007,2007.0,Ex,895.0,Y,GasA,1818,196
2301,70.0,9926,Pave,7,2005,2006,2005.0,Gd,1614.0,Y,GasA,1614,100
2302,71.0,9254,Pave,8,2005,2005,2005.0,Gd,1721.0,Y,GasA,1721,168
2303,92.0,10732,Pave,8,2006,2007,2006.0,Gd,1298.0,Y,GasA,1828,0
2304,34.0,3901,Pave,6,2005,2006,2005.0,Gd,1302.0,Y,GasA,1302,110
2305,34.0,3903,Pave,6,2005,2006,2005.0,Gd,1302.0,Y,GasA,1302,110
2306,41.0,6289,Pave,6,2005,2006,2005.0,Gd,1362.0,Y,GasA,1362,192
2307,34.0,4590,Pave,8,2006,2006,2006.0,Gd,1554.0,Y,GasA,1554,156
2308,48.0,7841,Pave,9,2005,2005,2005.0,Ex,1577.0,Y,GasA,1577,203
2309,48.0,6240,Pave,8,2006,2006,2006.0,Gd,1324.0,Y,GasA,1324,0
2310,48.0,3242,Pave,7,2003,2003,2003.0,Gd,1405.0,Y,GasA,1405,136
2311,59.0,15810,Pave,6,2007,2007,2007.0,Gd,768.0,Y,GasA,1496,100
2312,65.0,10237,Pave,6,2005,2006,2005.0,Gd,768.0,Y,GasA,1536,100
2313,58.0,13204,Pave,7,2006,2007,2007.0,Gd,608.0,Y,GasA,1458,100
2314,62.0,8857,Pave,6,2006,2006,2006.0,Gd,738.0,Y,GasA,1495,100
2315,63.0,9729,Pave,6,2006,2007,2007.0,Gd,698.0,Y,GasA,1746,0
2316,88.0,12216,Pave,6,2005,2005,2005.0,Gd,1326.0,Y,GasA,1326,120
2317,72.0,8229,Pave,6,2007,2007,2007.0,Gd,752.0,Y,GasA,1504,100
2318,64.0,7713,Pave,7,2007,2007,2007.0,Gd,728.0,Y,GasA,1456,100
2319,64.0,7697,Pave,7,2007,2007,2007.0,Gd,1246.0,Y,GasA,1258,0
2320,69.30579531442663,3621,Pave,8,2003,2003,2003.0,Gd,1406.0,Y,GasA,1589,143
2321,53.0,3710,Pave,7,2007,2007,2007.0,Gd,1266.0,Y,GasA,1266,100
2322,65.0,16219,Pave,7,2004,2005,2004.0,Gd,835.0,Y,GasA,1119,100
2323,87.0,11084,Pave,7,2004,2004,2004.0,Gd,384.0,Y,GasA,1374,100
2324,59.0,10936,Pave,7,2006,2006,2006.0,Gd,1510.0,Y,GasA,1525,100
2325,69.30579531442663,11950,Pave,7,2003,2003,2003.0,Gd,384.0,Y,GasA,1394,100
2326,63.0,7875,Pave,7,2003,2003,2003.0,Gd,847.0,Y,GasA,1948,0
2327,69.30579531442663,8740,Pave,7,2002,2002,2002.0,Gd,854.0,Y,GasA,1995,264
2328,58.0,9487,Pave,6,2000,2000,2000.0,Gd,915.0,Y,GasA,1690,0
2329,59.0,9649,Pave,6,1999,2000,1999.0,Gd,941.0,Y,GasA,1644,460
2330,100.0,12191,Pave,8,1997,1998,1998.0,Gd,1779.0,Y,GasA,2551,76
2332,74.0,11002,Pave,8,1998,1999,1998.0,Gd,1389.0,Y,GasA,2582,286
2333,83.0,10790,Pave,7,1998,1998,1998.0,Gd,1066.0,Y,GasA,2385,120
2334,88.0,11762,Pave,8,1992,1993,1992.0,Ex,1105.0,Y,GasA,2202,0
2335,82.0,9044,Pave,8,1996,1997,1996.0,Gd,1325.0,Y,GasA,2538,198
2336,75.0,9910,Pave,7,2007,2007,2007.0,Gd,1369.0,Y,GasA,1369,0
