,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,Total_rooms,grade_living_area,garage_area,garage_capacite,SalePrice
2643,14541,8,1993,1993,1993,2,1338,1,10,2520,796,3,310000
2644,14559,5,1951,2000,1951,1,1008,2,6,1363,288,1,164900
2645,14565,7,1994,1995,1994,2,832,0,6,1657,483,2,195664
2646,14572,7,2004,2004,2004,2,1530,1,7,1530,630,3,259000
2648,14585,6,1960,1987,1960,1,1144,2,7,1429,572,2,181900
2649,14587,9,2008,2008,2008,2,1498,1,6,1506,592,2,264132
2650,14598,6,2007,2007,2007,2,894,1,9,1933,668,3,214000
2651,14601,9,2006,2006,2006,2,1838,1,8,1838,765,3,315000
2652,14670,6,1966,1999,1966,2,1104,1,9,1988,480,2,205832
2653,14680,5,1960,1960,1960,1,1273,0,5,1273,307,1,176192
2654,14684,7,1990,1991,1990,2,2158,1,7,2196,701,3,271900
2655,14694,8,1977,2008,1977,2,1694,1,5,1694,642,2,176220
2656,14695,6,1966,2008,1966,2,1562,2,5,1567,542,2,177327
2658,14753,7,1998,1998,1998,2,1463,0,5,1463,539,2,196241
2660,14774,9,1999,1999,1999,2,1393,1,10,2599,779,3,333168
2661,14778,6,1954,2006,1993,1,1296,1,7,1640,924,2,224000
2662,14780,9,2005,2005,2005,2,1868,1,7,1868,1085,3,179082
2663,14781,8,2001,2002,2001,2,1753,1,7,1787,748,3,275000
2664,14803,6,1971,1971,1971,2,825,1,8,1993,495,2,190000
2665,14803,10,2007,2008,2007,2,2078,1,7,2084,1220,3,385000
2666,14828,9,2004,2005,2004,2,1780,1,7,1780,816,3,181387
2668,14850,5,1957,1957,1957,1,1092,1,6,1092,299,1,141000
2669,14859,7,2006,2006,2006,2,1670,1,7,1670,690,3,240000
2670,14860,8,2002,2003,2002,2,1778,1,6,1786,715,3,190720
2671,14892,9,2006,2007,2006,2,1746,2,7,1746,758,3,377500
2673,14963,8,1996,1996,1996,1,1260,2,4,1288,500,2,245500
2674,14977,8,2006,2007,2006,2,1976,1,7,1976,908,3,440000
2675,15038,6,1996,1996,1996,2,916,1,7,1636,386,2,196595
2677,15218,8,2006,2006,2006,2,1670,1,6,1670,928,3,183259
2678,15240,5,1977,2004,1977,1,1026,0,5,1026,308,1,189673
2679,15256,8,2007,2007,2007,2,1485,0,6,1464,754,3,282922
2681,15263,5,1959,1959,1959,2,1422,2,8,1675,365,1,188613
2683,15295,7,1996,2002,1996,2,860,2,7,1992,608,2,192474
2684,15300,5,1965,1977,1965,1,1068,1,7,1264,528,2,176515
2685,15306,8,2006,2007,2006,2,1732,1,7,1776,712,3,283463
2686,15312,6,1960,1960,1960,1,1138,1,6,1138,480,2,187397
2687,15384,7,2004,2005,2004,2,788,1,8,1490,388,2,184000
2688,15387,7,1967,1967,1967,2,1620,1,8,1620,578,2,207243
2689,15400,5,1961,1961,1961,2,552,1,8,1774,384,1,205266
2690,15401,9,2004,2004,2004,2,1884,1,7,1884,670,3,181824
2691,15410,6,1974,2002,1974,2,1208,2,7,1494,461,2,187798
2692,15417,7,1981,1981,1981,1,1740,0,7,1740,540,2,177643
2693,15426,6,1997,1997,1997,2,928,0,7,1764,470,2,231500
2694,15428,5,1951,1991,1951,1,884,0,4,884,270,1,180358
2695,15431,10,2005,2006,2005,2,1994,2,7,2046,878,3,181676
2698,15523,5,1972,1972,1972,1,864,1,5,864,338,1,133500
2699,15564,6,1914,1995,1994,1,676,0,6,1264,400,2,186581
2700,15576,6,1915,1976,1960,2,840,0,8,1680,308,1,177000
2701,15578,6,2006,2006,2006,2,728,0,8,1456,429,2,172785
2702,15584,5,1956,1956,1956,1,825,1,9,2071,336,1,208943
2703,15593,7,1953,1953,1953,2,1304,1,7,2287,667,2,225000
2704,15600,5,1949,2005,1949,2,1067,1,7,1523,295,1,195699
2705,15600,5,1950,1963,1950,2,1168,3,9,2315,342,1,208353
2706,15600,5,1950,1991,1950,2,1032,0,11,2177,484,2,213618
2707,15602,7,1959,1997,1959,2,1501,2,6,1801,484,2,289000
2708,15611,5,1977,1977,1977,2,1126,0,6,1126,540,2,175000
2709,15611,8,2006,2006,2006,2,1079,1,8,1919,685,2,233230
2713,15660,7,1939,2006,1939,1,798,2,8,1954,431,2,311500
2714,15676,8,1980,1980,1980,2,2014,2,6,2014,864,3,175943
2715,15750,5,1953,1953,1953,1,1165,2,5,1336,375,1,157000
2716,15750,8,1999,2000,1999,2,1462,1,5,1513,521,2,178298
2717,15783,5,1952,1952,1952,1,924,0,6,924,420,1,180159
2718,15810,6,2007,2007,2007,3,768,0,7,1496,572,2,192383
2721,15870,5,1969,1969,1969,1,1096,0,6,1096,299,1,138800
2722,15896,7,1999,1999,1999,2,1177,1,8,2312,658,3,204032
2724,15957,6,1977,1977,1977,2,1244,1,6,1356,528,2,197092
2725,16012,4,1954,1968,1956,2,954,1,6,1482,609,2,199202
2727,16033,9,2004,2005,2004,2,1833,1,8,1850,772,3,326000
2730,16059,8,1991,1992,1991,2,1288,1,9,2417,462,2,260000
2731,16133,5,1969,1969,1969,1,1176,0,5,1176,360,1,188374
2732,16157,5,1978,1978,1978,1,1360,1,5,1432,588,2,194000
2733,16158,7,2005,2005,2005,2,1530,1,7,1530,430,2,260000
2734,16163,8,2004,2004,2004,2,1618,1,6,1618,880,3,182909
2735,16196,7,1998,1998,1998,2,1482,1,5,1494,514,2,215000
2736,16219,7,2004,2005,2004,2,835,0,5,1119,437,2,178807
2737,16226,8,1998,1999,1998,2,1028,1,9,2452,683,2,267000
2738,16259,9,2006,2006,2006,3,1249,0,9,2596,840,3,342643
2739,16269,5,1978,1978,1978,1,907,0,5,907,343,1,193700
2740,16280,8,1976,2007,1976,3,1426,1,6,1671,550,2,192410
2741,16285,7,2001,2002,2001,2,1413,0,6,1430,605,2,187100
2742,16287,5,1925,1950,1975,1,901,1,7,1351,576,2,195531
2743,16300,5,1977,1977,1977,1,876,0,5,907,308,1,188927
2744,16321,5,1957,1997,1957,1,1484,2,6,1600,319,1,207500
2745,16381,6,1969,1969,1969,2,1844,1,7,1844,540,2,223000
2746,16387,9,2006,2006,2006,2,1738,1,11,2589,831,3,211007
2747,16451,8,2003,2003,2003,2,1765,1,9,2690,795,3,208232
2748,16466,5,1955,1955,1955,1,816,0,8,1393,300,1,135500
2749,16492,6,1966,2002,1966,2,1517,1,6,1888,578,2,190000
2750,16500,6,1971,1971,1971,2,1232,1,5,1320,495,2,191945
2751,16545,8,1998,1998,1998,2,1284,1,7,2450,1069,3,340000
2752,16560,6,1932,1950,1932,2,952,1,9,2345,360,2,239000
2753,16561,5,1996,1996,1996,1,1097,0,6,1097,242,1,196070
2754,16635,6,1977,2000,1977,2,1602,1,8,1602,529,2,215000
2755,16647,5,1975,1981,1975,2,1390,2,6,1701,611,2,171000
2756,16659,7,1977,1994,1977,2,795,1,9,2263,539,2,235000
2757,16659,8,2007,2008,2007,2,1582,1,7,2152,728,2,195158
2758,16669,8,1981,1981,1981,2,1686,1,6,1707,511,2,228000
2760,16698,7,1992,1993,1992,2,1449,1,7,1759,525,2,193440
2761,16737,9,2004,2005,2004,2,1980,1,8,1980,770,3,315000
2762,16770,7,1998,1998,1998,2,1195,0,7,1839,486,2,221000
2763,16770,8,2002,2003,2002,2,1712,1,8,1712,701,3,196896
2764,16779,5,1920,1996,1946,3,671,1,11,2654,638,2,207566
2765,16870,8,2004,2005,2004,2,1782,2,7,1782,932,3,191569
2766,16900,8,2001,2002,2001,2,1479,1,10,2649,746,3,202487
2767,16905,5,1959,1959,1959,1,1350,2,5,1328,308,1,170000
2768,17043,6,1979,1998,1979,2,1362,1,7,1586,435,2,181000
2769,17082,6,1978,1992,1978,2,1117,1,8,1981,522,2,205469
2770,17104,7,2006,2006,2006,2,654,1,7,1496,426,2,179665
2772,17140,4,1956,1956,1956,1,1134,0,6,1229,284,1,135000
2774,17199,4,1961,1961,1961,1,914,0,4,914,270,1,184050
2775,17217,5,2006,2006,1978,1,1140,0,6,1140,0,0,84500
2776,17227,8,1999,2000,1999,1,1341,1,5,1341,482,2,164200
2778,17360,6,1949,1950,1949,2,782,1,6,1556,470,2,188321
2779,17400,5,1977,1977,1977,2,1126,1,5,1126,484,2,160000
2781,17433,8,1998,1998,1998,2,1629,1,7,2475,962,3,201740
2782,17485,7,2009,2010,2009,1,1508,2,5,1508,572,2,162015
2783,17500,6,1954,1954,1954,1,1310,2,6,1906,576,2,189494
2784,17500,7,1959,2002,1959,2,1902,2,7,1902,567,2,335000
2785,17503,6,1948,1950,1948,1,912,1,6,1458,330,1,97500
2786,17529,5,1924,1950,1924,1,872,1,5,872,322,1,182283
2787,17541,5,1948,2005,1996,2,409,1,6,1325,576,2,197999
2788,17542,7,1974,2003,1974,2,1192,2,9,2167,518,2,294000
2789,17597,7,1971,2009,1971,2,1803,2,7,2365,551,2,196314
2790,17600,6,1960,1960,1960,2,1478,2,6,1478,498,2,157500
2792,17755,5,1959,1959,1959,1,1466,2,6,1466,528,2,149900
2794,17808,4,1946,1950,1946,1,484,0,4,1242,336,1,185249
2795,17871,4,1995,1996,1996,2,1680,0,7,1680,628,2,210820
2796,17871,6,1967,1976,1967,1,1680,1,7,1724,480,2,197900
2797,17920,5,1955,1974,1955,1,1763,1,6,1779,454,2,170000
2798,17979,5,1968,1968,1968,1,1113,0,6,1160,257,1,192439
2799,18000,3,1935,1950,1994,1,894,0,6,894,1248,3,81000
2803,18160,6,1964,1964,1964,1,1302,1,6,1128,480,2,194798
2804,18261,9,2005,2005,2005,2,1910,2,8,2000,722,3,202524
2805,18265,6,1986,1986,1986,2,1256,1,6,1256,578,2,194107
2806,18275,7,1962,1998,1962,3,1438,2,9,2448,441,2,202551
2808,18450,6,1965,1979,1965,2,1021,1,7,2380,596,2,129000
2809,18494,6,2005,2005,2005,2,1324,0,6,1324,430,2,190552
2810,18559,7,1978,1978,1978,2,2048,2,7,2064,550,2,200210
2811,18600,3,1938,1990,1938,2,972,1,8,1610,480,1,209561
2812,18800,6,1976,1976,1976,2,796,1,6,1574,566,2,190000
2813,18837,6,1978,1978,1978,3,1224,1,7,1891,678,2,194542
2814,18890,5,1977,1977,1977,2,1361,1,12,2620,600,2,190000
2815,19138,4,1951,1951,1951,1,864,0,4,864,400,2,141000
2816,19255,6,1983,1983,1983,1,520,1,5,1338,576,2,188511
2817,19296,6,1962,1962,1991,1,1362,1,6,1382,884,2,176000
2818,19378,7,2005,2006,2006,2,1392,1,9,2462,576,2,320000
2819,19508,6,1974,1974,1974,2,1430,2,6,1430,484,2,200973
2820,19522,7,1990,1990,1990,2,1223,1,7,2503,564,2,196373
2821,19550,5,1940,2007,1977,1,1580,2,5,1518,0,0,181150
2822,19645,7,1994,2007,1994,2,423,0,6,1652,473,2,198342
2823,19690,6,1966,1966,1966,2,697,1,8,2201,432,2,274970
2825,19900,7,1970,1989,1970,2,1947,1,7,2207,576,2,180000
2826,19950,6,1928,1950,1928,2,672,2,8,2009,795,3,222438
2827,19958,6,1958,1995,1958,2,585,1,7,2279,461,2,216032
2828,20000,5,1960,1996,1960,1,1224,1,7,1224,576,2,219222
2829,20062,7,1977,2001,1977,1,1420,2,4,1483,690,2,170401
2830,20064,8,1976,1976,1976,0,966,2,5,1743,529,2,160927
2831,20270,7,1979,1979,1979,2,1524,2,7,1524,478,2,199158
2832,20355,7,1967,1967,1967,1,1865,2,6,1830,521,2,190054
2834,20544,7,1986,1991,1986,2,791,1,7,2093,542,2,215000
2835,20693,7,1971,1971,1971,2,1696,2,7,1696,625,2,198678
2836,20781,7,1968,2003,1968,2,1568,1,9,2156,508,2,262500
2837,20896,8,2005,2006,2005,1,2077,1,8,2097,1134,3,423000
2838,21000,6,1953,1953,1953,2,1809,2,7,2259,450,2,217000
2840,21286,5,1948,1950,1948,2,720,1,7,1271,312,1,135000
2841,21299,7,1941,1963,1941,1,929,3,7,2039,791,3,211817
2843,21384,5,1923,2004,1923,1,1324,1,6,1576,528,2,223500
2844,21453,6,1969,1969,1969,1,938,2,4,988,540,2,180000
2845,21533,7,1996,1997,1997,2,1065,1,9,2049,467,2,221134
2847,21579,6,1968,1968,1968,2,1488,2,7,1488,552,2,208156
2848,21695,6,1988,2007,1988,2,880,1,5,1680,540,2,222000
2849,21750,5,1954,1954,1954,1,988,0,4,988,520,2,113000
2852,21780,6,1918,1950,1955,2,1163,1,8,1674,396,2,185000
2853,21780,6,1920,1950,1937,1,817,1,7,1550,318,1,209449
2854,21872,7,1996,1997,1996,2,729,1,6,1446,406,2,175000
2855,21930,5,2005,2005,2005,2,732,1,7,1838,372,2,192140
2856,22002,6,1959,1991,1959,1,1592,1,6,1652,510,2,206779
2857,22136,5,1925,1975,1977,2,2171,1,10,2640,1008,3,234492
2858,22420,6,1918,1950,1918,2,1370,1,10,2624,864,3,239000
2859,22692,5,1953,1953,1953,2,1073,1,6,1630,649,2,203717
2861,23257,7,2006,2006,2006,2,868,1,9,2021,422,2,274725
2862,23303,8,2007,2007,2007,2,1508,1,10,2520,640,3,232991
2863,23580,6,1979,1979,1979,2,1625,1,6,1625,576,2,212992
2864,23595,7,1979,1979,1979,0,1332,1,4,1524,586,2,260000
2865,23730,7,1996,1997,1996,3,1840,0,7,2032,786,3,211491
2866,23920,6,1984,1984,1984,2,1105,1,7,1822,515,2,220514
2867,24090,7,1940,1950,1940,2,1032,2,10,2403,349,1,244400
2869,24682,6,1999,1999,1999,2,841,1,7,1675,502,2,181000
2870,25000,5,1967,1967,1967,2,1632,0,8,1632,576,2,143000
2871,25095,5,1968,2003,1968,1,1437,2,5,1473,452,1,143000
2872,25286,4,1963,1963,1963,1,1064,0,5,1040,648,2,132250
2873,25339,5,1918,2007,2007,2,816,0,7,1416,576,2,112000
2875,25485,6,1960,1960,1960,1,1560,3,6,1560,580,2,211423
2876,26073,5,1956,1956,1956,2,1898,2,7,1898,484,2,210578
2877,26142,5,1962,1962,1962,1,1188,0,6,1188,312,1,157900
2878,26178,7,1989,1990,1989,2,1210,2,9,2519,628,2,335000
2880,27650,7,1960,2007,1960,2,585,1,9,2069,505,2,242000
2881,27697,4,1961,1961,1961,1,1396,0,6,1608,444,1,222406
2882,28698,5,1967,1967,1967,2,1013,0,7,2126,538,2,185000
2883,29959,7,1994,1994,1994,2,973,1,7,1850,467,2,248000
2884,31220,6,1952,1952,1952,1,1632,2,7,1474,495,2,221813
2886,31770,6,1960,1960,1960,1,1080,2,7,1656,528,2,215000
2887,32463,4,1961,1975,1975,1,1249,1,7,1622,1356,4,168000
2888,32668,6,1957,1975,1975,3,2035,2,9,2515,484,2,200624
2889,33120,6,1962,1962,1962,2,1595,1,8,2486,576,2,259423
2890,33983,5,1977,1994,1977,1,1160,2,6,1676,672,2,228148
2891,34650,5,1955,1955,1955,1,1056,0,5,1056,572,2,145000
2892,35133,5,1963,1963,1963,1,1572,2,5,1572,995,3,186700
2894,36500,5,1964,1964,1964,2,1624,0,7,1582,390,2,190000
2895,39104,7,1954,2005,1954,1,1385,2,5,1363,439,2,241500
2897,39384,6,1957,1957,1957,1,1705,2,4,1390,550,2,218648
2899,41600,5,1969,1990,1969,1,1100,0,7,1424,828,3,249768
2902,46589,8,1994,2005,1994,2,1629,1,8,2448,711,3,402000
2904,47280,6,1950,1950,1950,2,1488,1,6,1488,738,2,255629
2905,50102,6,1958,1958,1958,1,1632,2,6,1650,518,2,245283
2906,50271,9,1981,1987,1981,0,1842,1,5,1842,894,3,385000
2908,53107,6,1992,1992,1992,2,1580,2,9,1953,501,2,240000
2909,53227,4,1954,1994,1954,1,1364,2,6,1663,529,2,256000
2912,57200,5,1948,1950,1966,1,747,2,7,1687,572,2,160000
2914,70761,7,1975,1975,1975,2,1533,2,5,1533,576,2,280000
2915,115149,7,1971,2002,1971,2,1643,2,5,1824,739,2,302000
2916,159000,6,1958,2006,1958,2,1444,2,7,2144,389,2,277000
2917,164660,5,1965,1965,1965,2,1499,2,7,1786,529,2,228950
2918,215245,7,1965,1965,1965,2,2136,2,8,2036,513,2,375000
